total usage of resource (Res1) in percentage,cost of the tasks of instance (2),cost of the tasks of instance (6),Activity_10x08n3 has exceded his COST threshold in instance 1 by:,cost of the tasks of instance (4),Total costs of resource (Res1),Total costs of resource (Res2),cost of the tasks of instance (1),total usage of resource (Res2) in percentage,cost of the tasks of instance (5),cost of the tasks of instance (3)
0.0,6.0,6.0,1.0,6.0,0.2,1.4,10.0,84.7,6.0,6.0
