total usage of resource (Res2) in percentage,cost of the tasks of instance (1),total usage of resource (Res1) in percentage,Total costs of resource (Res1),cost of the tasks of instance (2),Total costs of resource (Res2)
31.5,6.0,0.0,0.2,6.0,1.2
